Date,Open,High,Low,Close,Adj Close,Volume,Total Traded,return
2020-01-28,8.9399995803833,9.0,8.859999656677246,8.970000267028809,7.691160202026367,85163400,761360760.2640152,0.008998866211084255
2020-01-29,8.850000381469727,8.960000038146973,8.84000015258789,8.859999656677246,7.726040363311768,59057400,522658012.5286102,-0.012263166898209943
2020-01-30,8.8100004196167,8.84000015258789,8.729999542236328,8.84000015258789,7.7086005210876465,42827800,377312935.9712601,-0.0022572804587280837
2020-01-31,8.779999732971191,8.84000015258789,8.739999771118164,8.819999694824219,7.691160202026367,59813700,525164270.02801895,-0.0022624951830817475
2020-02-03,8.850000381469727,9.140000343322754,8.850000381469727,8.979999542236328,7.830681800842285,71405400,631937817.2389984,0.01814057289661819
2020-02-04,9.079999923706055,9.239999771118164,9.069999694824219,9.180000305175781,8.005086898803711,86196400,782663305.4237366,0.022271801017224258
2020-02-05,8.40999984741211,8.479999542236328,8.260000228881836,8.3100004196167,7.246433734893799,145792500,1226114902.75383,-0.09477122621320255
2020-02-06,8.369999885559082,8.380000114440918,8.25,8.25,7.194113731384277,68823400,576051850.1237869,-0.00722026673729903
2020-02-07,8.210000038146973,8.210000038146973,8.020000457763672,8.109999656677246,7.072030067443848,98256500,806685868.748188,-0.016969738584576177
2020-02-10,8.149999618530273,8.149999618530273,8.050000190734863,8.0600004196167,7.028430461883545,71834900,585454407.5971603,-0.006165134300515129
2020-02-11,8.100000381469727,8.149999618530273,8.079999923706055,8.100000381469727,7.063310623168945,80164500,649332480.5803299,0.004962774165082395
2020-02-12,8.140000343322754,8.329999923706055,8.130000114440918,8.239999771118164,7.185392379760742,111536800,907909590.2931213,0.017283874451254677
2020-02-13,8.210000038146973,8.359999656677246,8.210000038146973,8.25,7.194113731384277,67648800,555396650.5805969,0.0012136200436421163
2020-02-14,8.270000457763672,8.270000457763672,8.079999923706055,8.100000381469727,7.063310623168945,46359700,383394740.2217865,-0.018181771943063474
2020-02-18,8.119999885559082,8.149999618530273,8.020000457763672,8.0600004196167,7.028430461883545,65094800,528569768.55049133,-0.004938266662867674
2020-02-19,8.0600004196167,8.100000381469727,8.0,8.0,6.976109027862549,69668200,561525721.2339401,-0.0074442204085583
2020-02-20,8.0,8.069999694824219,7.989999771118164,8.029999732971191,7.002269268035889,52318200,418545600.0,0.0037499666213989258
2020-02-21,8.020000457763672,8.029999732971191,7.889999866485596,7.889999866485596,6.880187511444092,58326300,467776952.69966125,-0.017434604127165243
2020-02-24,7.699999809265137,7.71999979019165,7.550000190734863,7.570000171661377,6.6011433601379395,110048200,847371119.0099716,-0.040557629941602835
2020-02-25,7.679999828338623,7.679999828338623,7.21999979019165,7.230000019073486,6.30465841293335,108888300,836262125.3080845,-0.044914153880827645
2020-02-26,7.300000190734863,7.460000038146973,7.210000038146973,7.210000038146973,6.287219047546387,92469500,675027367.6371574,-0.0027662490835064224
2020-02-27,7.130000114440918,7.28000020980835,6.920000076293945,6.96999979019165,6.077935218811035,118642400,845920325.5775452,-0.03328713546262396
2020-02-28,6.840000152587891,6.960000038146973,6.670000076293945,6.960000038146973,6.069215297698975,116490700,796796405.7750702,-0.0014346846980899386
2020-03-02,7.110000133514404,7.230000019073486,6.880000114440918,7.199999809265137,6.278498649597168,96766000,688006272.9196548,0.03448272554637244
2020-03-03,7.289999961853027,7.340000152587891,6.889999866485596,6.96999979019165,6.077935218811035,97457800,710467358.28228,-0.031944447939778686
2020-03-04,7.090000152587891,7.090000152587891,6.920000076293945,7.079999923706055,6.173856735229492,70588100,500469639.7708893,0.01578194215575146
2020-03-05,6.960000038146973,6.96999979019165,6.710000038146973,6.739999771118164,5.877371788024902,78070900,543373466.9781685,-0.048022620939509264
2020-03-06,6.599999904632568,6.679999828338623,6.400000095367432,6.489999771118164,5.659368991851807,109932200,725552509.5160484,-0.03709198939016067
2020-03-09,5.96999979019165,6.139999866485596,5.869999885559082,5.900000095367432,5.144880771636963,103901700,620293127.2005558,-0.09090904415379986
2020-03-10,6.260000228881836,6.289999961853027,5.800000190734863,6.260000228881836,5.458805561065674,101873600,637728759.3170166,0.06101697079582591
2020-03-11,6.059999942779541,6.110000133514404,5.880000114440918,5.900000095367432,5.144880771636963,98587100,597437820.3588009,-0.05750800644598497
2020-03-12,5.380000114440918,5.690000057220459,5.199999809265137,5.349999904632568,4.665273189544678,89453100,481257688.2370949,-0.09322036980418236
2020-03-13,5.869999885559082,5.900000095367432,5.119999885559082,5.630000114440918,4.9094367027282715,125375300,735952996.6519356,0.05233648874757879
2020-03-16,5.039999961853027,5.21999979019165,5.0,5.010000228881836,4.368788719177246,110310900,555966931.7919731,-0.11012431135992096
2020-03-17,5.079999923706055,5.139999866485596,4.699999809265137,5.010000228881836,4.368788719177246,104233500,529506172.04761505,0.0
2020-03-18,4.75,4.840000152587891,4.099999904632568,4.5,3.9240617752075195,125954700,598284825.0,-0.10179644822005551
2020-03-19,4.329999923706055,4.579999923706055,4.099999904632568,4.46999979019165,3.8979005813598633,126603800,548194444.3408966,-0.006666713290744308
2020-03-20,4.539999961853027,4.75,4.25,4.329999923706055,3.7758188247680664,129378600,587378839.0645981,-0.03131988211560821
2020-03-23,4.269999980926514,4.519999980926514,3.9600000381469727,4.010000228881836,3.4967751502990723,134925000,576129747.4265099,-0.07390293313223217
2020-03-24,4.46999979019165,4.989999771118164,4.260000228881836,4.949999809265137,4.316466808319092,146192100,653478656.3276768,0.2344138470648951
2020-03-25,5.769999980926514,5.869999885559082,5.119999885559082,5.389999866485596,4.700153350830078,198999400,1148226534.2043877,0.0888889038736711
2020-03-26,5.360000133514404,5.650000095367432,5.159999847412109,5.25,4.578071594238281,138227600,740899954.4553757,-0.025974001846660322
2020-03-27,5.070000171661377,5.300000190734863,4.909999847412109,5.190000057220459,4.525751113891602,106324000,539062698.2517242,-0.011428560529436416
2020-03-30,5.110000133514404,5.119999885559082,4.929999828338623,5.03000020980835,4.386229038238525,97879700,500165280.06834984,-0.03082848663739679
2020-03-31,5.03000020980835,5.190000057220459,4.75,4.829999923706055,4.211826324462891,231800800,1165958072.6337433,-0.039761486632207355
2020-04-01,4.630000114440918,4.769999980926514,4.360000133514404,4.400000095367432,3.836860179901123,119174500,551777948.6384392,-0.08902688097946898
2020-04-02,4.389999866485596,4.570000171661377,4.25,4.360000133514404,3.8019797801971436,90891700,399014550.8646488,-0.009090900224102638
2020-04-03,4.400000095367432,4.420000076293945,4.170000076293945,4.239999771118164,3.6973373889923096,85659900,376903568.16916466,-0.0275230180553947
2020-04-06,4.539999961853027,4.670000076293945,4.409999847412109,4.53000020980835,3.9502217769622803,102205300,464012058.1011772,0.06839633357190178
2020-04-07,4.849999904632568,5.03000020980835,4.630000114440918,4.710000038146973,4.107183933258057,115150400,558479429.0184021,0.039735059603063005
2020-04-08,4.860000133514404,5.090000152587891,4.800000190734863,5.03000020980835,4.386229038238525,117022200,568727907.6241493,0.06794058791287672
2020-04-09,5.510000228881836,5.75,5.239999771118164,5.369999885559082,4.682713031768799,175681700,968006207.21035,0.06759436611707148
2020-04-13,5.429999828338623,5.429999828338623,5.019999980926514,5.159999847412109,4.499590873718262,99320000,539307582.950592,-0.039106153188513404
2020-04-14,5.269999980926514,5.440000057220459,5.159999847412109,5.289999961853027,4.61295223236084,74877000,394601788.57183456,0.02519382137309889
2020-04-15,5.059999942779541,5.139999866485596,4.949999809265137,5.03000020980835,4.386229038238525,74727700,378122157.7240467,-0.049149291856252275
2020-04-16,5.059999942779541,5.070000171661377,4.889999866485596,4.940000057220459,4.307747840881348,58951200,298293068.6267853,-0.017892673724425157
2020-04-17,5.170000076293945,5.28000020980835,5.03000020980835,5.119999885559082,4.464709758758545,91989300,475584688.0182266,0.03643721179224069
